OrphaCode,Name,Prevalence,ExpertLink
178396,Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178396
178400,Distal myopathy with anterior tibial onset,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178400
178382,Congenital vertical talus,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178382
178389,Osteopetrosis-hypogammaglobulinemia syndrome,8.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178389
62,Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3,0.07 (United Kingdom); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=62
178364,Syndromic microphthalmia type 5,20.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178364
715,Glycogen storage disease due to muscle phosphorylase kinase deficiency,30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=715
178377,Osteosclerosis-developmental delay-craniosynostosis syndrome,13.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178377
348,"Fructose-1,6-bisphosphatase deficiency",0.67 (Italy); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=348
178345,Aromatase excess syndrome,30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178345
178355,Smith-McCort dysplasia,16.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178355
178338,UV-sensitive syndrome,7.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178338
3137,Alpha-N-acetylgalactosaminidase deficiency,20.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3137
117,Behçet disease,"0.66 (Spain); 0.24 (Italy); 5.2 (United States); 0.58 (Iran, Islamic Republic of); 7.1 (France); 3.8 (Italy); 11.1 (United Kingdom); 1.2 (Sweden); 1.5 (Portugal); 10.0 (Japan); 225.0 (Turkey); 16.7 (Iran, Islamic Republic of); 15.2 (Israel); 1.4 (Taiwan, Province of China); 0.8 (Taiwan, Province of China); 20.0 (Saudi Arabia); 0.0 (Europe); 1.51 (Korea, Republic of)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=117
732,Polymyositis,0.585 (Europe); 7.1 (Europe); 0.75 (Argentina); 7.2 (Argentina); 0.41 (Australia); 7.2 (Australia); 0.39 (Spain); 0.76 (Sweden),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=732
221,Dermatomyositis,0.1 (Australia); 1.97 (Australia); 0.32 (Argentina); 10.2 (Argentina); 0.49 (Spain); 1.1 (United States); 13.0 (United States); 4.9172 (Norway); 0.32 (Sweden); 3.8 (Sweden); 3.5 (Germany); 11.3 (Germany); 0.9704 (Worldwide); 7.5312 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=221
598,Multiminicore myopathy,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=598
204,Sporadic Creutzfeldt-Jakob disease,"0.125 (Australia); 0.0937 (Australia); 0.152 (Austria); 0.114 (Austria); 0.117 (Belgium); 0.087 (Belgium); 0.105 (Canada); 0.078 (Canada); 0.12 (Czech Republic); 0.09 (Czech Republic); 0.104 (Cyprus); 0.078 (Cyprus); 0.147 (Denmark); 0.11 (Denmark); 0.032 (Estonia); 0.024 (Estonia); 0.141 (Finland); 0.105 (Finland); 0.16 (France); 0.12 (France); 0.133 (Germany); 0.099 (Germany); 0.062 (Greece); 0.0465 (Greece); 0.0107 (Hungary); 0.08 (Hungary); 0.142 (Italy); 0.1065 (Italy); 0.123 (Netherlands); 0.092 (Netherlands); 0.102 (Norway); 0.0765 (Norway); 0.0086 (Slovakia); 0.0645 (Slovakia); 0.146 (Slovenia); 0.1095 (Slovenia); 0.128 (Spain); 0.096 (Spain); 0.142 (Sweden); 0.1065 (Sweden); 0.173 (Switzerland); 0.129 (Switzerland); 0.055 (Taiwan, Province of China); 0.041 (Taiwan, Province of China); 0.124 (United Kingdom); 0.093 (United Kingdom); 0.122 (United States); 0.0915 (United States); 0.088 (Worldwide); 0.118 (Worldwide)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=204
178517,Localized pagetoid reticulosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178517
178512,Folliculotropic mycosis fungoides,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178512
178509,Perry syndrome,53.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178509
178506,"Brain calcification, Rajab type",8.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178506
611,Inclusion body myositis,0.5 (Europe); 2.5 (Sweden); 0.49 (Netherlands); 1.2 (Australia); 1.1 (United States); 0.1 (Turkey); 3.2 (Sweden),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=611
178487,Adult intestinal botulism,19.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178487
177926,Bleeding disorder in hemophilia A carriers,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=177926
581,Mucopolysaccharidosis type 3,"0.21 (Brazil); 0.87 (Europe); 1.57 (Germany); 0.84 (Portugal); 1.89 (Netherlands); 1.42 (Australia); 0.91 (Czech Republic); 0.84 (Sweden); 1.63 (Sweden); 0.27 (Norway); 0.88 (Norway); 0.43 (Denmark); 0.92 (Denmark); 0.36 (Ireland); 0.29 (Canada); 0.39 (Taiwan, Province of China); 0.7 (Tunisia); 0.0 (Worldwide); 0.3 (Europe); 0.86 (Poland); 0.26 (Japan); 0.38 (Switzerland); 1.8 (Saudi Arabia); 0.25 (Korea, Republic of); 1.62 (Estonia); 2.4 (Israel); 4.8 (Specific population); 0.071 (United States); 0.26 (United States)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=581
177929,Bleeding disorder in hemophilia B carriers,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=177929
685,Hereditary spastic paraplegia,4.8 (Europe); 9.6 (Spain); 4.1 (Portugal); 1.3 (Sweden); 4.2 (Worldwide); 5.75 (Tunisia); 7.4 (Norway); 2.7 (Italy); 4.4 (Estonia); 2.1 (Libyan Arab Jamahiriya),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=685
666,Osteogenesis imperfecta,8.06 (Worldwide); 6.4 (France); 0.4 (Latin America); 1.5 (Ireland); 6.95 (United States); 7.4 (Sweden); 0.375 (China),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=666
178029,Arginine vasopressin deficiency,4.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178029
423,Malignant hyperthermia of anesthesia,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=423
418,Congenital adrenal hyperplasia,"13.35 (Europe); 10.0 (Europe); 6.7 (Europe); 8.6 (France); 6.65 (Italy); 12.8 (Germany); 10.2 (Sweden); 5.6 (United Kingdom); 7.65 (Netherlands); 4.0 (Belgium); 9.3 (Switzerland); 5.35 (Japan); 6.9 (New Zealand); 6.3 (Cuba); 6.7 (Taiwan, Province of China); 38.8 (India); 4.8 (United States); 1.36 (China); 7.98 (Czech Republic)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=418
216,Neuronal ceroid lipofuscinosis,0.0 (Worldwide); 0.12 (Italy); 0.98 (Italy); 0.56 (Italy); 4.0 (Norway); 2.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=216
364,Glycogen storage disease due to glucose-6-phosphatase deficiency,0.0 (Worldwide); 1.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=364
355,Gaucher disease,1.7 (Europe); 1.0 (Europe); 1.3 (Worldwide); 0.67 (Spain); 5.7 (Austria); 2.6 (France); 2.0 (France); 0.74 (France); 1.7 (Australia); 1.13 (Czech Republic); 1.35 (Portugal); 1.16 (Netherlands); 7.5 (Hungary); 0.45 (Turkey); 2.11 (Sweden); 0.224 (China),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=355
388,Hirschsprung disease,"13.2 (Europe); 21.0 (United States); 13.2 (Europe); 15.0 (Worldwide); 22.0 (Taiwan, Province of China); 15.0 (Worldwide)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=388
177107,Syndromic hypothyroidism,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=177107
448,Hemophilia,6.25 (Europe); 7.7 (Europe); 6.46 (China),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=448
304,Epidermolysis bullosa simplex,0.656 (Worldwide); 0.58 (Australia); 1.19 (Netherlands); 0.197 (Romania),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=304
354,GM1 gangliosidosis,0.75 (Europe); 27.0 (Malta); 5.9 (Brazil); 0.0 (Worldwide); 0.34 (Sweden),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=354
178320,Acute lung injury,25.0 (Europe); 0.0 (Europe); 25.0 (Australia); 65.0 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178320
178333,Åland Islands eye disease,5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178333
760,Purine nucleoside phosphorylase deficiency,72.0 (Worldwide); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=760
270,Oculopharyngeal muscular dystrophy,167.0 (Specific population); 1.0 (France); 0.0 (Europe); 100.0 (Specific population),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=270
178303,8q22.1 microdeletion syndrome,6.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178303
244,Primary ciliary dyskinesia,44.0 (Pakistan); 5.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=244
178307,Reticulate acropigmentation of Kitamura,130.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=178307
589,Myasthenia gravis,"1.7 (Europe); 20.0 (Europe); 7.77 (Worldwide); 0.9 (United States); 20.0 (Canada); 2.1 (Spain); 40.0 (United Kingdom); 1.11 (United Kingdom); 15.0 (United Kingdom); 1.33 (Serbia); 17.0 (United States); 31.8 (Serbia); 1.94 (Italy); 15.7 (Austria); 2.5 (Australia); 18.5 (Italy); 2.1 (Taiwan, Province of China); 11.7 (Australia); 0.74 (Greece); 14.0 (Taiwan, Province of China); 0.65 (Croatia); 7.8 (Estonia); 7.1 (Greece); 9.9 (Croatia); 3.2 (Egypt); 0.53 (Worldwide)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=589
805,Tuberous sclerosis complex,"1.58 (Taiwan, Province of China); 5.62 (Germany); 0.0 (Worldwide); 3.87 (Hong Kong); 5.38 (Sweden); 4.45 (United Kingdom)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=805
886,Usher syndrome,4.53 (Worldwide); 5.0 (Denmark); 6.2 (Germany); 6.2 (United Kingdom); 3.6 (Norway); 4.2 (Spain); 3.5 (Finland); 4.4 (United States); 3.2 (Colombia); 3.0 (Specific population),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=886
3440,Waardenburg syndrome,0.37 (Europe); 1.74 (United States); 2.4 (Netherlands); 0.0 (Netherlands); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3440
702,Pelizaeus-Merzbacher disease,0.25 (Europe); 0.35 (United States); 0.13 (Germany),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=702
738,Porphyria,5.25 (Worldwide); 0.7 (Japan); 0.52 (Denmark),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=738
768,Familial long QT syndrome,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=768
791,Retinitis pigmentosa,"30.0 (Europe); 26.7 (Worldwide); 25.4 (Denmark); 22.5 (Norway); 21.0 (United States); 20.5 (United Kingdom); 26.4 (China); 16.7 (Slovenia); 11.09 (Korea, Republic of)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=791
375,Anti-glomerular basement membrane disease,0.08 (Europe); 0.179 (New Zealand); 0.06 (China); 0.0 (Worldwide); 0.2 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=375
183,Eosinophilic granulomatosis with polyangiitis,1.56 (Europe); 0.09 (Sweden); 1.13 (France); 1.4 (Sweden); 0.09 (United Kingdom); 1.3 (Norway); 0.09 (Spain); 2.23 (Australia); 0.18 (Europe); 1.5 (Worldwide); 0.05 (Norway); 0.11 (Germany); 0.13 (Lithuania); 0.12 (France); 0.06 (Turkey); 0.014 (Peru); 2.4 (Germany); 1.78 (Japan); 0.4 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=183
1164,Allergic bronchopulmonary aspergillosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1164
2406,Locked-in syndrome,33.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2406
509,Leptospirosis,0.12 (Europe); 0.0 (Europe); 0.92 (France); 0.12 (Austria); 0.12 (Belgium); 0.18 (Bulgaria); 1.13 (Croatia); 0.22 (Czech Republic); 0.12 (Denmark); 0.24 (Estonia); 0.02 (Finland); 0.12 (Germany); 0.22 (Greece); 0.16 (Hungary); 0.36 (Ireland); 0.1 (Italy); 0.14 (Latvia); 0.3 (Lithuania); 0.04 (Luxembourg); 0.42 (Malta); 0.36 (Netherlands); 0.38 (Portugal); 0.38 (Romania); 0.12 (Slovakia); 0.52 (Slovenia); 0.04 (Sweden); 0.1 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=509
761,Immunoglobulin A vasculitis,"55.9 (Korea, Republic of); 30.0 (France); 6.79 (Croatia); 13.0 (United Kingdom); 6.1 (Netherlands); 17.55 (Sweden); 12.9 (Taiwan, Province of China); 0.0 (Worldwide)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=761
2131,Alternating hemiplegia of childhood,0.94 (Denmark); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2131
171901,Primary cutaneous T-cell lymphoma,5.2 (Europe); 24.0 (Europe); 0.09 (Croatia); 0.097 (Latvia); 0.02 (Poland); 0.577 (Austria); 0.539 (Belgium); 0.158 (Bulgaria); 0.341 (Czech Republic); 0.185 (Estonia); 0.326 (Germany); 0.767 (Iceland); 0.647 (Ireland); 0.323 (Lithuania); 0.431 (Norway); 0.355 (Portugal); 0.273 (Slovakia); 0.225 (Slovenia); 0.594 (Spain); 0.231 (Switzerland); 0.441 (Netherlands); 0.197 (United Kingdom); 1.163 (Italy); 1.57 (Malta),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171901
713,Glycogen storage disease due to phosphoglycerate kinase 1 deficiency,30.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=713
171915,B-cell non-Hodgkin lymphoma,17.45 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171915
57,Glycogen storage disease due to aldolase A deficiency,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=57
249,Fibrous dysplasia of bone,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=249
2334,Autosomal dominant keratitis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2334
171918,T-cell non-Hodgkin lymphoma,0.99 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171918
171929,Trisomy 10p syndrome,50.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171929
187,Citrullinemia,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=187
46,Adenylosuccinate lyase deficiency,56.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=46
442,Congenital hypothyroidism,"38.0 (Europe); 0.0 (Europe); 10.0 (France); 0.0 (France); 57.0 (United Kingdom); 0.0 (United Kingdom); 45.5 (Italy); 57.0 (Greece); 55.5 (Cyprus); 15.5 (Latvia); 0.0 (Latvia); 49.1 (China); 0.0 (China); 30.2 (Germany); 0.0 (Germany); 29.4 (Denmark); 25.0 (Poland); 0.0 (Poland); 35.0 (Estonia); 0.0 (Estonia); 54.8 (Lebanon); 150.0 (Iran, Islamic Republic of); 73.35 (Brazil); 43.0 (Turkey); 0.0 (Turkey); 35.4 (Australia); 0.0 (Australia); 63.7 (United Arab Emirates); 76.9 (Bangladesh); 62.5 (Pakistan); 50.2 (Taiwan, Province of China); 43.0 (Mexico); 0.0 (Mexico); 25.3 (Bosnia and Herzegovina); 0.0 (Bosnia and Herzegovina); 33.7 (Bahrain); 0.0 (Bahrain); 36.0 (New Zealand); 0.0 (New Zealand); 16.0 (Thailand); 0.0 (Thailand); 0.0 (United States); 44.0 (United States); 37.3 (Specific population); 97.0873 (Brazil); 34.76 (Czech Republic); 45.0 (Ireland)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=442
43,X-linked adrenoleukodystrophy,0.8 (Israel); 0.8 (Norway); 2.0639 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=43
3166,Sialuria,5.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3166
2882,Sitosterolemia,100.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2882
810,Shigellosis,0.0 (Worldwide); 1.68 (Europe); 0.78 (Austria); 8.18 (Bulgaria); 0.33 (Croatia); 0.04 (Cyprus); 1.6 (Czech Republic); 2.08 (Denmark); 1.38 (Estonia); 1.82 (Finland); 2.54 (France); 0.7 (Germany); 0.74 (Greece); 0.38 (Hungary); 1.12 (Ireland); 0.34 (Latvia); 1.12 (Lithuania); 2.6 (Luxembourg); 0.34 (Malta); 2.4 (Netherlands); 0.02 (Poland); 0.08 (Portugal); 1.18 (Romania); 6.1 (Slovakia); 1.02 (Slovenia); 0.44 (Spain); 3.68 (Sweden); 3.32 (United Kingdom); 0.3 (Iceland); 2.06 (Norway),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=810
3165,Eosinophilic fasciitis,0.0 (Worldwide); 1.4 (France),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3165
2420,Primary pulmonary lymphoma,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2420
727,Microscopic polyangiitis,1.0 (Europe); 0.26 (Germany); 4.2843 (Worldwide); 1.16 (Spain); 9.4 (Sweden); 0.5 (Australia); 2.5 (France); 0.27 (Norway); 3.7 (New Zealand); 0.74 (United Kingdom); 6.3 (United Kingdom); 2.8 (Germany); 3.91 (Australia); 1.38 (Japan); 2.4 (Kuwait); 1.82 (Japan); 0.71 (Canada); 1.02 (Greece); 0.3 (Lithuania); 1.01 (Sweden); 1.6 (United States),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=727
900,Granulomatosis with polyangiitis,"0.85 (Europe); 9.0 (Europe); 1.0 (United Kingdom); 16.0 (Sweden); 0.86 (Germany); 2.37 (France); 1.19 (Sweden); 0.49 (Spain); 9.51 (Norway); 1.0 (Norway); 9.5 (Australia); 9.35 (New Zealand); 0.93 (Finland); 2.6 (United States); 1.94 (China); 0.21 (Lithuania); 0.66 (Greece); 0.24 (Italy); 0.46 (Canada); 0.21 (Japan); 0.037 (Taiwan, Province of China); 0.23 (Japan); 3.43 (Italy); 10.0 (Denmark); 1.3 (United States)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=900
863,Trichinellosis,0.0 (Europe); 0.06 (Europe); 0.48 (Bulgaria); 0.067 (Croatia); 0.04 (Estonia); 0.04 (Italy); 1.06 (Latvia); 0.6 (Lithuania); 0.64 (Romania); 0.08 (Slovakia),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=863
134,Beta-ketothiolase deficiency,0.0 (Worldwide); 0.72 (Australia); 0.43 (United States); 0.98 (China); 0.53 (Viet Nam),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=134
171700,Diffuse panbronchiolitis,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171700
171703,Microcephaly-polymicrogyria-corpus callosum agenesis syndrome,4.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171703
171706,Short stature-delayed bone age due to thyroid hormone metabolism deficiency,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171706
171719,Cutis laxa-Marfanoid syndrome,0.0 (Worldwide); 18.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171719
1163,Aspergillosis,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1163
3467,Hereditary xanthinuria,150.0 (Worldwide); 9.05 (Europe); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3467
171673,Limbal stem cell deficiency,20.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171673
511,Maple syrup urine disease,"0.67 (Worldwide); 0.78 (United States); 0.79 (Italy); 7.3 (Tunisia); 0.19 (Japan); 1.15 (Portugal); 0.6 (Australia); 0.86 (Taiwan, Province of China); 0.0 (Europe); 4.8 (Israel); 10.2 (Specific population); 0.396 (China); 0.34 (Czech Republic)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=511
171680,Lissencephaly due to TUBA1A mutation,15.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171680
32,Glutathione synthetase deficiency,70.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=32
26,Methylmalonic acidemia with homocystinuria,500.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=26
171863,Autosomal dominant spastic paraplegia type 42,1.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171863
171871,Renal pseudohypoaldosteronism type 1,1.51 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171871
322,Exstrophy-epispadias complex,0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=322
171866,"Spondyloepimetaphyseal dysplasia, aggrecan type",3.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171866
2368,Gastroschisis,16.9 (Europe); 29.4 (Austria); 14.6 (Belgium); 22.7 (Croatia); 21.3 (Denmark); 17.7 (France); 41.6 (Germany); 6.2 (Hungary); 18.1 (Ireland); 9.9 (Italy); 25.8 (Malta); 17.5 (Netherlands); 36.0 (Norway); 11.6 (Poland); 11.0 (Portugal); 5.6 (Spain); 12.3 (Switzerland); 36.3 (United Kingdom); 9.5 (Ukraine); 0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2368
171881,Cap myopathy,21.0 (Worldwide); 0.0 (Worldwide),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171881
2512,Autosomal recessive primary microcephaly,0.1 (Specific population); 0.0 (Worldwide); 1.0 (Pakistan),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2512
171876,Generalized pseudohypoaldosteronism type 1,0.6 (United Kingdom),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=171876
795,Rare form of salmonellosis,0.0 (Europe),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=795
797,Sarcoidosis,"60.0 (United States); 0.0 (Worldwide); 48.1 (Ireland); 3.3 (Croatia); 20.0 (Europe); 5.0 (United Kingdom); 30.2 (France); 4.5 (Spain); 28.2 (Finland); 4.68 (Denmark); 7.0 (Switzerland); 0.0 (Switzerland); 1.07 (Greece); 5.89 (Greece); 3.84 (Iceland); 4.0 (Czech Republic); 63.0 (Czech Republic); 5.35 (Australia); 1.01 (Japan); 3.7 (Japan); 0.125 (Korea, Republic of); 0.56 (Singapore); 49.0 (Italy); 4.9 (France); 160.0 (Sweden); 11.5 (Sweden); 2.17 (Taiwan, Province of China); 0.2 (Portugal); 26.7 (Norway); 14.4 (Norway); 10.5 (Canada); 21.0 (Guadeloupe); 2.3 (Guadeloupe); 0.4 (Uruguay)",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=797
